user_id,total_behavior_count,purchase_count,distinct_purchase_item_count,purchase_rate,purchase_days,avg_days_per_purchase_day,purchase_day_frequency,last_purchase_time,survey_end_time,hours_since_last_purchase,days_since_last_purchase
13237276,940,10,9,0.0106,7,4.43,0.2258,"2014-12-10 03:00:00","2014-12-18 23:00:00",212,8
13248817,1042,10,10,0.0096,9,3.44,0.2903,"2014-12-11 22:00:00","2014-12-18 23:00:00",169,7
13254648,961,20,17,0.0208,4,7.75,0.1290,"2014-12-11 22:00:00","2014-12-18 23:00:00",169,7
13311291,275,2,2,0.0073,2,15.50,0.0645,"2014-11-26 11:00:00","2014-12-18 23:00:00",540,22
13327410,670,7,6,0.0104,5,6.20,0.1613,"2014-12-18 20:00:00","2014-12-18 23:00:00",3,0
13384101,267,1,1,0.0037,1,31.00,0.0323,"2014-11-21 23:00:00","2014-12-18 23:00:00",648,27
13385262,489,13,11,0.0266,8,3.88,0.2581,"2014-12-08 22:00:00","2014-12-18 23:00:00",241,10
13396413,387,7,4,0.0181,2,15.50,0.0645,"2014-12-09 22:00:00","2014-12-18 23:00:00",217,9
13403684,1372,11,10,0.0080,6,5.17,0.1935,"2014-12-15 11:00:00","2014-12-18 23:00:00",84,3
13408757,560,1,1,0.0018,1,31.00,0.0323,"2014-11-20 16:00:00","2014-12-18 23:00:00",679,28
13444072,434,9,8,0.0207,3,10.33,0.0968,"2014-12-11 21:00:00","2014-12-18 23:00:00",170,7
13447112,211,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
13451882,239,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
13522124,313,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
13527121,126,5,4,0.0397,2,15.50,0.0645,"2014-11-28 19:00:00","2014-12-18 23:00:00",484,20
13538176,1046,16,15,0.0153,11,2.82,0.3548,"2014-12-17 17:00:00","2014-12-18 23:00:00",30,1
13553694,213,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
13555997,174,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
13565343,43,3,3,0.0698,1,31.00,0.0323,"2014-11-29 19:00:00","2014-12-18 23:00:00",460,19
13616260,11,1,1,0.0909,1,31.00,0.0323,"2014-12-16 20:00:00","2014-12-18 23:00:00",51,2
13622216,618,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
13625542,153,5,4,0.0327,3,10.33,0.0968,"2014-12-16 08:00:00","2014-12-18 23:00:00",63,2
13630759,905,6,6,0.0066,6,5.17,0.1935,"2014-12-16 18:00:00","2014-12-18 23:00:00",53,2
13656280,290,7,6,0.0241,2,15.50,0.0645,"2014-12-12 13:00:00","2014-12-18 23:00:00",154,6
